Order_Date,Category,Sub-Category,Product_Name,Customer_Name,Region,Sales,Profit,Profit_Margin,Quantity
2024-06-19,Home Decor,Lamp,Lamp Harum,Mannat Vaidya,South,201297.0,49495.15,24.58812103508746,4
2023-12-30,Groceries,Sugar,Sugar Qui,Pihu Char,East,338971.5,22101.23,6.5200850218971205,5
2025-01-28,Groceries,Oil,Oil Deserunt,Yuvraj  Lad,East,102217.6,12232.26,11.966882415552703,4
2024-10-16,Beauty,Perfume,Perfume Sint,Shaan Dhar,South,56274.0,4871.14,8.656111170345097,2
2023-11-13,Books,Non-Fiction,Non-Fiction Impedit,Azad Raj,West,18630.0,1718.23,9.222920021470745,3
2025-09-17,Kitchen,Refrigerator,Refrigerator Ipsum,Zoya Gole,West,162657.6,14133.89,8.689351127767777,3
2024-03-13,Electronics,Headphones,Headphones Quo,Hiran Agrawal,East,29130.35,5464.92,18.76022773499117,1
2025-07-19,Home Decor,Cushion,Cushion Dicta,Gatik Viswanathan,East,25508.45,6049.36,23.715121851778527,1
2024-08-22,Books,Textbook,Textbook Illo,Hrishita Reddy,North,148505.6,11976.6,8.064746379934494,4
2025-03-09,Sports,Dumbbells,Dumbbells Nam,Ivana Shere,West,65793.6,9508.9,14.452621531577536,2
2024-03-10,Clothing,Shoes,Shoes Ipsam,Eshani Thaman,East,43242.4,6551.31,15.150199803896177,1
2024-01-11,Kitchen,Microwave,Microwave Provident,Mishti Bala,East,302863.5,39925.81,13.182773757814989,5
2024-03-28,Clothing,Kids Wear,Kids Wear Nostrum,Zeeshan Dhar,East,160882.05,16815.9,10.452315842569138,3
2024-11-03,Kitchen,Microwave,Microwave Provident,Vaibhav Manda,East,18658.0,1585.91,8.499892807374854,5
2024-10-26,Electronics,Headphones,Headphones Veritatis,Mannat Bhavsar,West,141577.2,16774.17,11.848072994804246,3
2025-02-27,Furniture,Bed,Bed Ipsa,Renee Behl,South,5190.95,503.29,9.6955277935638,1
2025-07-23,Furniture,Table,Table Error,Aarush Batra,East,37302.4,6239.05,16.725599425238055,2
2024-07-08,Furniture,Table,Table Iure,Mamooty Dara,South,59273.1,14613.39,24.654337296345222,3
2024-09-01,Beauty,Lipstick,Lipstick Voluptatem,Vidur Sanghvi,West,161215.2,31723.28,19.67759863834179,3
2025-05-07,Electronics,Mobile,Mobile Rem,Kartik Gokhale,South,46161.0,4933.65,10.687918372652238,1
2025-09-22,Furniture,Bed,Bed Consequatur,Nehmat Dayal,West,125881.2,15503.81,12.316223550458687,2
2024-11-18,Kitchen,Cookware Set,Cookware Set Vitae,Kaira Bhakta,South,197067.0,29277.87,14.856810120415897,3
2024-12-19,Furniture,Bed,Bed Accusamus,Samaira Kata,West,361695.0,32722.88,9.047092163286747,5
2024-04-05,Clothing,Women's Wear,Women's Wear Eaque,Shayak Saxena,South,120637.65,29672.69,24.596541792715623,3
2025-05-01,Groceries,Rice,Rice Ipsam,Tara Doctor,South,52576.8,10497.94,19.96686751571035,1
2024-04-13,Groceries,Oil,Oil Quis,Badal Rama,North,91956.0,15507.65,16.864206794553915,3
2025-02-02,Books,Biography,Biography Iusto,Indrans Sarna,East,238900.0,15423.74,6.456149016324822,5
2024-10-25,Kitchen,Refrigerator,Refrigerator Fuga,Fateh Jha,North,76150.4,10882.58,14.290903265117452,4
2023-10-22,Sports,Yoga Mat,Yoga Mat Autem,Anahi Comar,East,123523.7,13667.36,11.064564937740693,2
2025-09-10,Groceries,Wheat,Wheat Ducimus,Gokul Mahal,West,54500.3,6296.6,11.553330899095968,2
2024-08-02,Clothing,Accessories,Accessories Voluptatibus,Kismat Chandran,South,24306.0,1504.88,6.191393071669547,1
2024-08-26,Books,Non-Fiction,Non-Fiction Maiores,Madhav Bhatti,North,59337.0,6148.85,10.362589952306319,2
2023-11-26,Clothing,Women's Wear,Women's Wear Dolorem,Yuvraj  Walia,South,104158.0,18154.93,17.43018299122487,2
2024-12-05,Books,Biography,Biography Repellat,Rohan Gole,South,161047.2,16390.92,10.177711875773063,3
2024-08-09,Beauty,Face Cream,Face Cream Repellendus,Rhea Bath,West,280138.5,64872.65,23.157348954178023,5
2025-07-28,Electronics,Smartwatch,Smartwatch Rem,Yashvi Bath,South,315925.0,77192.1,24.43367887948089,5
2024-05-25,Beauty,Perfume,Perfume Natus,Nishith Jha,West,61295.4,5406.59,8.820547708310901,3
2024-12-06,Home Decor,Lamp,Lamp Enim,Farhan Rajagopalan,West,63654.0,14559.87,22.873456499198795,3
2024-02-09,Books,Textbook,Textbook Suscipit,Elakshi Chandran,East,133104.9,30382.28,22.825816329827077,2
2024-07-15,Books,Biography,Biography Accusamus,Amani Verma,North,62236.8,5609.48,9.013124068075479,2
2024-03-09,Toys,Board Game,Board Game Non,Aayush Setty,East,226839.6,28396.71,12.518409484058338,4
2025-03-21,Toys,Board Game,Board Game Ab,Kashvi Johal,West,87580.0,5739.45,6.553379767070107,5
2024-05-15,Beauty,Foundation,Foundation Reiciendis,Umang Gola,West,33504.0,6526.84,19.48077841451767,2
2024-09-14,Beauty,Lipstick,Lipstick At,Chirag Boase,West,105305.0,26266.08,24.942861212667967,5
2025-08-03,Home Decor,Lamp,Lamp Illo,Damini Tandon,North,45667.2,7422.94,16.254423306005187,4
2024-05-30,Books,Comics,Comics Voluptatibus,Gatik Guha,South,48281.4,3861.9,7.998732431122544,2
2025-07-10,Toys,Board Game,Board Game Vero,Jhanvi Boase,South,131278.6,21514.99,16.388802135306136,2
2024-07-03,Sports,Yoga Mat,Yoga Mat Accusamus,Pranay Roy,East,80216.0,19471.18,24.273436720853695,2
2025-06-07,Beauty,Lipstick,Lipstick Maiores,Lakshay Chad,North,308624.0,23072.14,7.475808751101665,5
2025-05-05,Groceries,Wheat,Wheat Ducimus,Aniruddh Mammen,West,174399.6,33573.54,19.250927181025645,3
2024-05-10,Groceries,Sugar,Sugar Provident,Yasmin Goswami,North,285570.0,24832.66,8.695822390307105,4
2024-04-19,Furniture,Sofa,Sofa Laudantium,Ojas Datta,West,122782.4,30597.08,24.91976048684502,2
2024-07-22,Electronics,Laptop,Laptop Ab,Zaina Chokshi,North,192312.0,29710.68,15.449207537751155,5
2024-07-22,Furniture,Cabinet,Cabinet Officia,Jayan Bawa,North,118064.0,12228.11,10.357187627049736,5
2023-10-17,Furniture,Sofa,Sofa Porro,Tejas Kadakia,West,187120.0,19707.69,10.532113082513895,5
2024-09-04,Kitchen,Juicer,Juicer Dicta,Sumer Savant,West,245214.0,17202.81,7.0154273410164185,5
2023-12-11,Sports,Dumbbells,Dumbbells Minus,Divij Bhardwaj,West,31770.4,2726.18,8.58088031626923,1
2024-07-04,Beauty,Lipstick,Lipstick Quod,Oorja Gupta,West,37337.6,6223.77,16.66890748200206,1
2024-01-28,Clothing,Accessories,Accessories Animi,Darshit Srinivas,South,110075.0,8621.01,7.831941857824211,2
2024-01-29,Electronics,Mobile,Mobile Consectetur,Sana Srinivas,South,64459.0,6411.07,9.945965652585365,1
2024-04-13,Kitchen,Juicer,Juicer Eius,Aarush Raja,South,133492.5,7030.11,5.266295859317939,5
2024-03-11,Beauty,Face Cream,Face Cream Tenetur,Oorja Sur,South,56215.0,13489.94,23.99704705149871,1
2023-10-24,Kitchen,Microwave,Microwave Animi,Sara Barman,West,316141.0,21382.75,6.763675069035652,5
2025-03-09,Home Decor,Cushion,Cushion Officiis,Kiaan Gade,West,237644.0,13844.33,5.825659389675312,4
2024-11-19,Books,Textbook,Textbook Placeat,Anya Goyal,South,318150.0,61460.96,19.31823353763948,5
2024-04-05,Sports,Cricket Bat,Cricket Bat Dolore,Kimaya Tara,North,17370.6,4006.36,23.06402772500662,3
2024-02-05,Home Decor,Clock,Clock Porro,Mahika Tak,East,145377.2,29116.4,20.028174982046703,4
2024-02-20,Sports,Yoga Mat,Yoga Mat Rerum,Raghav Master,West,160963.2,22376.28,13.901488041987234,4
2024-09-09,Groceries,Rice,Rice Quod,Saira Baral,West,198553.8,18049.25,9.090357374172644,4
2023-12-31,Beauty,Lipstick,Lipstick Dignissimos,Nakul Swaminathan,East,155492.0,14907.76,9.587477169243435,2
2024-12-16,Furniture,Chair,Chair Quo,Riaan Mahal,North,63597.85,12212.62,19.202881858427606,1
2025-04-09,Toys,RC Car,RC Car Optio,Diya Mangal,West,239472.0,19156.55,7.999494721721119,3
2025-09-06,Groceries,Spices,Spices Provident,Adira Bains,East,274590.0,67381.45,24.538930769510905,5
2024-04-19,Sports,Football,Football Maiores,Divyansh Thakkar,East,2187.0,202.04,9.238225880201188,1
2024-10-07,Toys,Action Figure,Action Figure Praesentium,Nakul Choudhury,East,195252.0,44790.89,22.940041587282074,5
2024-08-31,Toys,Board Game,Board Game Ipsam,Jivin Varughese,South,341534.5,17532.09,5.133329136587958,5
2025-04-14,Clothing,Men's Wear,Men's Wear Ullam,Hrishita Bains,East,87640.35,10467.13,11.943277268974848,3
2025-03-16,Toys,Board Game,Board Game Aperiam,Navya Lad,North,110514.45,7595.13,6.872522100051171,3
2025-04-14,Clothing,Kids Wear,Kids Wear Accusamus,Aarush Mani,South,18453.5,1982.56,10.74354458503807,5
2024-11-26,Clothing,Shoes,Shoes Eos,Amira Chander,East,156887.75,30861.53,19.67108968036064,5
2025-01-04,Sports,Tennis Racket,Tennis Racket Laudantium,Arhaan Varty,West,34538.0,8013.12,23.20088018993572,1
2023-12-02,Home Decor,Wall Art,Wall Art Enim,Kavya Korpal,East,15415.6,3687.0,23.91733049638029,4
2023-10-22,Books,Non-Fiction,Non-Fiction Earum,Manikya Kulkarni,South,94665.6,17648.65,18.643150204509347,2
2025-01-18,Sports,Cricket Bat,Cricket Bat Culpa,Jayant Varkey,South,47150.35,6828.73,14.482882947846623,1
2025-02-19,Toys,Board Game,Board Game Deleniti,Rohan Wason,South,5937.3,1434.68,24.16384551900696,3
2024-09-29,Sports,Dumbbells,Dumbbells Sapiente,Akarsh Korpal,South,254800.0,19752.17,7.752029042386184,4
2025-07-21,Clothing,Shoes,Shoes Rem,Hrishita Sagar,South,128109.6,7863.75,6.13829876917889,2
2025-05-24,Toys,RC Car,RC Car Quis,Tarini Sani,North,254768.4,19022.63,7.466636364635488,4
2025-08-08,Kitchen,Microwave,Microwave Quibusdam,Raunak Gulati,South,116325.6,5982.56,5.142943599689148,3
2024-05-11,Clothing,Kids Wear,Kids Wear Odit,Misha Venkatesh,South,87490.8,13642.6,15.593182368889073,3
2023-11-27,Sports,Football,Football Porro,Shamik Agate,North,109029.6,24555.19,22.521581295354654,3
2025-07-14,Home Decor,Vase,Vase Natus,Samarth Shan,South,48883.2,3433.28,7.023435454307411,3
2024-09-30,Electronics,Laptop,Laptop Eum,Khushi Baral,North,184730.4,18623.33,10.081356398297196,3
2024-02-13,Toys,Board Game,Board Game Ea,Umang Ghose,West,958.8,168.75,17.60012515644556,3
2025-08-13,Books,Textbook,Textbook Asperiores,Shalv Agarwal,West,29649.7,3391.88,11.439845934360212,2
2025-05-25,Furniture,Chair,Chair Qui,Renee Reddy,East,159052.8,30452.8,19.146346370513438,3
2024-07-03,Groceries,Oil,Oil Sunt,Madhup Borde,West,59925.6,10676.52,17.816292202330892,2
2023-11-15,Furniture,Cabinet,Cabinet Voluptate,Myra Chaudhuri,West,190132.0,26592.55,13.98636210632613,4
2025-02-08,Electronics,Headphones,Headphones Quaerat,Mannat Sibal,South,215953.2,51316.84,23.762944934365407,4
2024-10-07,Electronics,Camera,Camera Quos,Mamooty Chana,South,33841.05,6866.96,20.291805366559252,1
2024-11-17,Kitchen,Refrigerator,Refrigerator Corporis,Rhea Sura,North,1056.0,89.97,8.519886363636363,2
2023-11-11,Toys,Doll,Doll Quod,Zara Doshi,South,76552.0,12371.69,16.161158428257917,2
2025-06-01,Kitchen,Microwave,Microwave Molestiae,Armaan Tara,North,42104.75,9512.34,22.592082841009624,5
2025-04-22,Kitchen,Juicer,Juicer Id,Kanav Taneja,East,127115.8,30152.93,23.72083564749622,4
2024-10-06,Books,Fiction,Fiction Voluptas,Kimaya Iyengar,North,271760.4,27433.78,10.094840896613338,4
2025-07-24,Furniture,Sofa,Sofa Cumque,Madhup Keer,South,126726.4,17506.09,13.814082937730419,2
2025-03-24,Furniture,Sofa,Sofa Officia,Jivika Vohra,South,2679.2,444.51,16.591146610928636,4
2025-09-15,Electronics,Camera,Camera Dignissimos,Ira Ratta,West,61893.0,6535.48,10.559320116976071,3
2023-12-12,Clothing,Accessories,Accessories Architecto,Raghav Krishna,East,25716.0,5562.16,21.62918027687043,4
2024-04-20,Furniture,Bed,Bed Ullam,Anya Dass,South,26924.4,4913.49,18.249208896019965,3
2025-04-22,Home Decor,Vase,Vase Impedit,Misha Chaudhuri,East,47452.8,9367.87,19.74144834446018,2
2024-08-23,Clothing,Men's Wear,Men's Wear Assumenda,Umang Dutt,West,73688.4,13874.29,18.828323046775346,4
2024-01-24,Electronics,Smartwatch,Smartwatch Quasi,Yashvi Lad,East,49828.5,6517.7,13.080265310013345,1
2024-05-18,Electronics,Mobile,Mobile A,Devansh Kaul,North,31555.0,7762.5,24.59990492790366,1
2024-10-24,Home Decor,Vase,Vase Facilis,Tejas Bal,South,45349.2,8772.64,19.344641140306777,1
2025-03-06,Sports,Cricket Bat,Cricket Bat Doloremque,Mehul Ramachandran,East,26198.7,6130.13,23.39860374751419,2
2024-12-21,Books,Comics,Comics Soluta,Shanaya Raju,North,180022.5,36746.22,20.412015164771073,5
2024-10-02,Groceries,Sugar,Sugar Autem,Tushar Krish,South,160099.2,20794.28,12.988372209230276,3
2024-04-13,Groceries,Spices,Spices Quia,Sara Hayre,South,84267.2,15553.15,18.45694410161961,2
2024-03-05,Books,Comics,Comics Quos,Kiaan Ratta,South,206216.0,14102.48,6.838693408852853,4
2024-04-02,Beauty,Shampoo,Shampoo Quam,Madhav Kota,East,241874.75,36510.09,15.094626454394266,5
2024-10-07,Furniture,Table,Table Eveniet,Ritvik Bhatnagar,North,86835.2,18547.36,21.359264445754718,4
2023-11-18,Groceries,Oil,Oil A,Divit Wason,East,76058.85,11021.72,14.491042133821374,3
2024-10-05,Books,Non-Fiction,Non-Fiction Quidem,Khushi Bhasin,North,110367.4,14609.77,13.237396187642366,4
2024-03-04,Beauty,Face Cream,Face Cream Reiciendis,Zain Sahni,East,177156.0,16898.04,9.538508433245276,3
2023-11-13,Books,Biography,Biography Odio,Kabir Issac,West,3478.2,686.24,19.72974527054224,2
2025-08-13,Furniture,Sofa,Sofa Aut,Damini Raj,East,16861.45,1842.75,10.92877540187825,1
2025-08-24,Sports,Yoga Mat,Yoga Mat Ipsam,Seher Dugar,North,129052.1,30642.88,23.744580677106377,2
2025-06-16,Kitchen,Juicer,Juicer Possimus,Kiara Kant,North,69539.2,7371.72,10.600812203764209,2
2024-06-19,Books,Textbook,Textbook Non,Shlok Mannan,East,249152.0,34717.96,13.934449653223735,5
2024-09-24,Kitchen,Cookware Set,Cookware Set Autem,Veer Kohli,East,25776.0,4745.84,18.411855990068283,4
2024-05-16,Sports,Football,Football Aliquid,Pihu Kari,East,31228.8,1800.58,5.765767496669741,2
2023-11-10,Furniture,Bed,Bed Dolorem,Nirvaan Chakraborty,North,29156.4,7080.79,24.28554279677875,4
2024-04-07,Furniture,Bed,Bed Ipsam,Umang Goswami,East,362.1,73.61,20.32863849765258,1
2024-01-28,Kitchen,Juicer,Juicer Eum,Ela Singhal,West,62395.0,6986.53,11.197259395784918,1
2024-10-26,Beauty,Lipstick,Lipstick Numquam,Nitya Saxena,East,303544.0,53880.28,17.750401918667475,5
2023-11-23,Groceries,Oil,Oil Veniam,Alisha Dugal,North,29643.8,7092.75,23.926588359117254,2
2024-01-05,Books,Textbook,Textbook Delectus,Misha Shan,West,28226.4,3175.83,11.25127540175155,1
2025-09-02,Home Decor,Wall Art,Wall Art Sapiente,Aarav Lata,West,196779.25,30075.03,15.283638899934825,5
2025-04-09,Books,Fiction,Fiction Dolorem,Shaan Bath,North,88794.6,9359.11,10.540179245134276,2
2025-04-27,Books,Non-Fiction,Non-Fiction Est,Mannat Sami,West,107486.4,15398.12,14.32564491879903,3
2024-08-16,Beauty,Perfume,Perfume Ratione,Hiran Gola,East,89544.0,22058.67,24.634447869203964,5
2024-02-23,Furniture,Sofa,Sofa Atque,Neelofar Goswami,West,75959.0,7603.05,10.00941297278795,1
2024-07-15,Sports,Yoga Mat,Yoga Mat Quam,Heer Varty,South,134611.1,26815.83,19.920964912997515,2
2025-02-28,Toys,RC Car,RC Car Ea,Taran Rastogi,West,47256.0,2858.72,6.0494328762485186,2
2025-04-24,Clothing,Shoes,Shoes Beatae,Damini Boase,West,184361.75,33341.61,18.08488474425959,5
2024-01-20,Books,Textbook,Textbook Maiores,Kiara Chatterjee,East,74906.0,4232.98,5.651055990174352,1
2025-07-08,Home Decor,Wall Art,Wall Art Voluptatem,Vedika Dasgupta,North,83078.4,14421.83,17.3593015753794,4
2025-03-04,Toys,Doll,Doll Ipsam,Manikya Subramanian,East,262288.75,53719.58,20.48108430117571,5
2025-08-23,Sports,Tennis Racket,Tennis Racket Adipisci,Fateh Das,East,12908.8,2209.07,17.112899727317803,2
2024-07-01,Beauty,Shampoo,Shampoo Beatae,Inaaya  Karpe,South,130960.35,23910.03,18.257457314370342,3
2023-10-31,Kitchen,Mixer Grinder,Mixer Grinder Culpa,Sumer Mangal,West,99366.2,21894.52,22.034172585849113,4
2023-10-13,Clothing,Men's Wear,Men's Wear Labore,Hunar Sarma,North,139545.0,21135.93,15.146318391916585,2
2024-10-09,Sports,Dumbbells,Dumbbells Nostrum,Heer Dara,North,76535.8,7558.5,9.87577055443335,2
2025-05-18,Books,Biography,Biography Nesciunt,Mohanlal Ghosh,East,19346.85,4309.89,22.276959815163714,3
2025-03-31,Books,Fiction,Fiction Repudiandae,Nitya Basak,West,42313.0,10413.13,24.609765320350718,5
2024-06-23,Groceries,Sugar,Sugar Nulla,Ahana  Borah,North,13930.65,2507.65,18.000954729319883,3
2025-06-07,Electronics,Laptop,Laptop Occaecati,Reyansh Bahri,North,123560.0,20415.59,16.52281482680479,2
2023-11-23,Furniture,Bed,Bed Alias,Ojas Balakrishnan,North,246460.4,59284.02,24.05417665474859,4
2025-01-06,Kitchen,Microwave,Microwave Maiores,Kavya Viswanathan,South,156092.0,20235.42,12.96377777208313,5
2024-04-22,Beauty,Shampoo,Shampoo Odit,Khushi Sant,South,11493.6,2353.37,20.47548200737802,1
2024-01-19,Books,Non-Fiction,Non-Fiction A,Eshani Anand,North,11259.1,949.98,8.437441713813715,1
2024-01-27,Sports,Football,Football Eos,Bhavin Dora,North,23441.3,4454.78,19.003980154684253,2
2023-10-11,Books,Non-Fiction,Non-Fiction Veritatis,Aarav Chatterjee,West,132920.0,26592.57,20.00644748721035,4
2025-06-23,Kitchen,Juicer,Juicer Consequuntur,Piya Sani,North,219256.2,37801.56,17.24081690734401,4
2024-09-02,Kitchen,Juicer,Juicer Voluptatum,Hiran Sundaram,West,111644.1,9035.62,8.09323555835015,3
2024-08-22,Home Decor,Cushion,Cushion Sint,Uthkarsh Bahl,North,114960.0,11993.39,10.432663535142659,3
2025-08-10,Groceries,Rice,Rice Reprehenderit,Parinaaz Dalal,West,132416.4,16252.05,12.273441960361406,4
2025-03-04,Electronics,Mobile,Mobile Mollitia,Uthkarsh Sankaran,East,45834.55,5791.38,12.635402769308305,1
2025-05-12,Groceries,Wheat,Wheat Tempora,Shray Malhotra,South,245318.4,25463.47,10.379763605175969,4
2025-07-15,Clothing,Kids Wear,Kids Wear Sunt,Zeeshan Singhal,East,39805.5,8586.35,21.570762834281695,1
2024-08-13,Sports,Yoga Mat,Yoga Mat Repudiandae,Zain Sule,East,197129.7,21387.01,10.849207400001115,3
2025-01-15,Sports,Football,Football Placeat,Tushar Devan,South,220436.0,25810.49,11.70883612477091,4
2025-09-19,Electronics,Headphones,Headphones Sequi,Gatik Bora,East,181726.2,25378.9,13.965460126277884,3
2024-05-14,Furniture,Table,Table Porro,Sumer Lal,West,62253.5,9512.56,15.280361746729099,1
2023-10-19,Electronics,Smartwatch,Smartwatch Nesciunt,Indranil Ray,North,55367.3,5273.68,9.524900076398886,2
2024-01-18,Home Decor,Cushion,Cushion Totam,Diya Sura,East,116425.6,10761.29,9.243061663414231,2
2024-12-16,Books,Comics,Comics Nulla,Raunak Buch,North,274244.0,40371.89,14.721157071804669,5
2024-08-14,Toys,Action Figure,Action Figure Quam,Rania Bhatnagar,South,53646.4,6289.52,11.724029944227386,1
2025-07-13,Beauty,Foundation,Foundation Quod,Pari Kale,East,43882.2,5422.94,12.357949236820396,1
2025-04-15,Groceries,Sugar,Sugar Reprehenderit,Aaina Vohra,West,64244.7,13265.48,20.648364767832987,1
2025-05-22,Groceries,Oil,Oil Perferendis,Anahi Venkatesh,East,169108.35,9471.97,5.601124959234715,3
2023-10-15,Clothing,Men's Wear,Men's Wear Nobis,Drishya Mahajan,North,18574.2,3472.99,18.697925078872842,1
2024-10-18,Clothing,Men's Wear,Men's Wear Occaecati,Inaaya  Sen,South,123665.0,26126.1,21.126511138964137,5
2025-05-14,Groceries,Wheat,Wheat Laborum,Ishita Master,North,58701.0,7699.42,13.116335326485068,3
2025-07-11,Books,Non-Fiction,Non-Fiction Blanditiis,Keya Ratti,North,115369.2,15008.08,13.008740634415425,4
2023-11-25,Books,Biography,Biography Eius,Indrans Ahluwalia,North,118184.0,25056.82,21.201533202463953,4
2025-09-20,Home Decor,Wall Art,Wall Art Distinctio,Shamik Atwal,East,109481.7,19863.47,18.143187400268722,3
2024-10-30,Books,Biography,Biography Voluptas,Dharmajan Varkey,West,79804.8,17157.69,21.499571454348608,2
2024-01-01,Toys,Board Game,Board Game Eos,Ivana Sagar,West,333738.0,74227.75,22.241324032624394,5
2025-09-08,Clothing,Shoes,Shoes Eius,Raunak Atwal,South,338376.5,60728.83,17.947118077053222,5
2025-03-22,Home Decor,Vase,Vase Quia,Vidur Mallick,South,7636.8,1172.75,15.356562958307144,2
2025-07-16,Kitchen,Refrigerator,Refrigerator Quae,Kaira Joshi,South,253875.0,22939.3,9.035667159034958,5
2024-04-22,Books,Comics,Comics Libero,Aarna Yadav,South,32339.1,6108.21,18.888002449047747,3
2025-07-03,Electronics,Headphones,Headphones Deserunt,Vaibhav Basu,South,246648.75,36963.76,14.986396647053757,5
2024-06-10,Clothing,Shoes,Shoes Nihil,Divij Dhingra,West,349832.75,41408.8,11.836741985991878,5
2024-12-30,Toys,Action Figure,Action Figure Alias,Kimaya Dua,North,147096.0,22451.03,15.26284195355414,5
2024-11-18,Beauty,Perfume,Perfume Sunt,Rania Aurora,West,83096.5,9017.79,10.852189923763337,2
2025-02-16,Electronics,Camera,Camera Numquam,Khushi Saha,South,130070.4,21460.14,16.49886522990627,4
2023-10-19,Beauty,Face Cream,Face Cream Soluta,Gatik Madan,West,137182.0,12922.77,9.420164453062355,2
2024-03-05,Home Decor,Vase,Vase Iure,Taran Talwar,East,101654.75,18872.76,18.56554661734941,5
2023-10-17,Toys,Doll,Doll Modi,Biju Malhotra,North,199848.6,13439.84,6.725010833200733,3
2024-02-06,Home Decor,Cushion,Cushion Recusandae,Shlok Venkataraman,North,175054.5,40811.14,23.3133909725257,3
2025-07-02,Beauty,Perfume,Perfume Unde,Vanya Anand,North,225845.0,34447.83,15.252863689698687,5
2025-01-24,Clothing,Kids Wear,Kids Wear Quo,Tejas Ghose,South,36032.4,3694.09,10.252134190339806,2
2024-06-22,Groceries,Wheat,Wheat Magnam,Zain Kanda,East,49237.1,6411.26,13.021197430392936,1
2025-06-21,Toys,Puzzle,Puzzle Quibusdam,Ryan Raja,East,33129.0,4297.91,12.973256059645626,2
2024-09-08,Kitchen,Juicer,Juicer Eos,Umang Thaman,South,245096.0,40659.01,16.589014100597318,4
2024-08-16,Sports,Football,Football Eos,Lagan Jhaveri,West,15716.0,2467.77,15.702277933316367,5
2024-03-03,Toys,Action Figure,Action Figure Tempora,Saksham Toor,East,45770.4,5337.42,11.66129201405275,2
2023-11-27,Kitchen,Mixer Grinder,Mixer Grinder Asperiores,Yuvraj  Dass,West,115110.4,27950.52,24.281489769820976,2
2024-08-30,Beauty,Perfume,Perfume Minus,Advika Bal,North,62944.0,10997.43,17.47176855617692,4
2025-02-27,Books,Fiction,Fiction Rem,Baiju Dara,East,53116.5,4992.38,9.398925004471304,2
2024-12-23,Home Decor,Cushion,Cushion Reprehenderit,Amani Jaggi,South,8912.9,547.48,6.1425574167779295,1
2024-12-22,Sports,Football,Football Enim,Kimaya Garg,South,124680.0,29388.7,23.57130253448829,2
2023-10-20,Furniture,Table,Table Quasi,Hiran Ahuja,West,9015.5,714.35,7.923576063446287,1
2025-04-15,Sports,Yoga Mat,Yoga Mat Ea,Samiha Upadhyay,North,83497.5,11950.92,14.312907572082997,3
2024-11-15,Beauty,Lipstick,Lipstick In,Diya Bir,West,75595.3,15580.38,20.610249579008215,1
2024-01-16,Clothing,Shoes,Shoes Possimus,Nehmat Dugal,East,20932.0,3998.28,19.101280336327157,4
2024-09-04,Furniture,Sofa,Sofa Ducimus,Samiha Raval,West,90961.2,11817.29,12.991572230797308,2
2024-03-16,Furniture,Table,Table Delectus,Rania Bal,North,75896.45,6114.17,8.055936740124208,1
2025-07-20,Books,Non-Fiction,Non-Fiction Suscipit,Sara Virk,East,35672.8,2566.54,7.194669327891277,2
2024-04-02,Clothing,Men's Wear,Men's Wear Quidem,Yashvi Khurana,North,87667.3,21791.96,24.857569470030445,2
2024-01-02,Electronics,Mobile,Mobile Laboriosam,Vedika Ramachandran,South,39523.3,4002.98,10.12815225449292,1
2024-03-29,Books,Textbook,Textbook Molestiae,Bhamini Chatterjee,East,14478.0,1505.68,10.399778974996547,5
2024-06-15,Beauty,Foundation,Foundation Deserunt,Alisha Char,West,17398.3,3437.35,19.756815321037113,2
2024-04-22,Beauty,Lipstick,Lipstick Accusantium,Myra Ramaswamy,West,792.0,151.42,19.11868686868687,3
2024-12-22,Electronics,Headphones,Headphones Tempora,Yasmin Arya,East,79844.0,10269.18,12.86155503231301,2
2024-12-08,Beauty,Shampoo,Shampoo Inventore,Piya Wable,South,216424.8,25972.2,12.000565554409661,4
2024-05-05,Home Decor,Vase,Vase Beatae,Hansh Ray,West,38335.5,8363.79,21.81734945416129,1
2024-04-02,Electronics,Laptop,Laptop Ab,Jayan Toor,East,33216.0,2899.83,8.730220375722544,1
2023-12-23,Books,Non-Fiction,Non-Fiction Perspiciatis,Emir Jain,South,47356.55,9849.56,20.79872794787627,1
2025-09-17,Toys,Board Game,Board Game Officiis,Hansh Tata,East,60494.4,12705.82,21.003299478960034,2
2025-03-07,Furniture,Cabinet,Cabinet Repudiandae,Mishti Chadha,East,51467.2,10699.67,20.789298815556318,1
2024-07-22,Furniture,Bed,Bed Dolorem,Shanaya Sani,South,158372.0,28095.77,17.740364458363853,4
2025-06-12,Home Decor,Wall Art,Wall Art Distinctio,Rati Varty,South,120097.8,26133.82,21.760448567750615,2
2024-11-01,Groceries,Wheat,Wheat Soluta,Zara Din,North,22890.0,2739.12,11.966448230668414,5
2025-06-13,Kitchen,Cookware Set,Cookware Set Modi,Ahana  Choudhary,South,16233.6,1766.93,10.884400256258624,2
2025-04-11,Sports,Football,Football Commodi,Tejas Dugar,West,2722.55,449.4,16.506583901122106,1
2024-06-03,Sports,Football,Football Est,Adira Kale,East,21845.85,2165.71,9.91359915041072,1
2024-09-22,Groceries,Sugar,Sugar Quidem,Stuvan Kata,East,105605.8,8497.31,8.046253141399431,2
2024-07-21,Kitchen,Refrigerator,Refrigerator Eaque,Jiya Rastogi,East,126935.2,18226.83,14.359161209814141,2
2024-07-17,Home Decor,Cushion,Cushion Provident,Madhav Ramakrishnan,South,120332.0,6259.45,5.201816640627597,5
